ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲛⲧⲛⲉⲓⲣⲉ	ⲛ|ⲧⲛ|ⲉⲓⲣⲉ
ⲡⲉϩⲟⲩⲟ	ⲡⲉ|ϩⲟⲩⲟ
ⲙⲡⲉⲥⲧⲣⲁⲧⲉⲩⲙⲁ	ⲙ|ⲡⲉ|ⲥⲧⲣⲁⲧⲉⲩⲙⲁ
ⲛⲁⲙⲉⲥⲧⲱⲕ	ⲛⲁ|ⲙⲉⲥⲧⲱ|ⲕ
ⲛⲁϭⲱⲛⲧ	ⲛⲁ|ϭⲱⲛⲧ
ⲛϥⲧⲛⲛⲟⲟⲩ	ⲛ|ϥ|ⲧⲛⲛⲟⲟⲩ
ⲛⲧⲉϥⲟⲣⲅⲏ	ⲛ|ⲧⲉϥ|ⲟⲣⲅⲏ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲕ	ⲉϫⲱ|ⲕ
ⲛϥⲧⲁⲕⲟ	ⲛ|ϥ|ⲧⲁⲕⲟ
ⲛⲧⲉⲕⲙⲛⲧⲣⲣⲟ	ⲛ|ⲧⲉⲕ|ⲙⲛⲧⲣⲣⲟ
ⲁϥϭⲱⲛⲧ	ⲁ|ϥ|ϭⲱⲛⲧ
ⲛϭⲓⲡⲣⲣⲟ	ⲛϭⲓ|ⲡ|ⲣⲣⲟ
ⲛⲧⲉⲩⲛⲟⲩ	ⲛ|ⲧⲉ|ⲩⲛⲟⲩ
ⲉⲧⲣⲉⲩⲕⲟⲩⲛⲫⲓⲍⲉ	ⲉ|ⲧⲣⲉ|ⲩ|ⲕⲟⲩⲛⲫⲓⲍⲉ
ϩⲛⲛⲉϥⲁⲛⲛⲱⲛⲛⲁ	ϩⲛ|ⲛⲉϥ|ⲁⲛⲛⲱⲛⲛⲁ
ⲉⲛⲉϥϫⲓ	ⲉ|ⲛⲉϥ|ϫⲓ
ⲛⲥⲉⲛⲁⲛⲛⲱⲛⲛⲁ	ⲛ|ⲥⲉ|ⲛ|ⲁⲛⲛⲱⲛⲛⲁ
ⲁϥⲧⲣⲉⲩϯⲟⲩⲉⲓ	ⲁ|ϥ|ⲧⲣⲉ|ⲩ|ϯ|ⲟⲩⲉⲓ
ⲙⲙⲁⲧⲉ	ⲙⲙⲁⲧⲉ
ⲛⲛⲉϥⲙⲟⲩ	ⲛ|ⲛⲉϥ|ⲙⲟⲩ
ϩⲁⲡⲉϩⲕⲟ	ϩⲁ|ⲡⲉ|ϩⲕⲟ
ⲁⲩϣⲁϥⲃⲟϣϥ	ⲁ|ⲩ|ϣⲁ|ϥ|ⲃⲟϣ|ϥ
ⲛⲧⲉϥⲙⲛⲧⲕⲟⲙⲉⲥ	ⲛ|ⲧⲉϥ|ⲙⲛⲧⲕⲟⲙⲉⲥ
ⲁϥⲧⲣⲉⲩⲙⲟⲩⲣ	ⲁ|ϥ|ⲧⲣⲉ|ⲩ|ⲙⲟⲩⲣ
ⲁϥⲙⲟⲣϥ	ⲁ|ϥ|ⲙⲟⲣ|ϥ
ⲉⲡⲥⲉⲓⲁⲧ	ⲉ|ⲡ|ⲥⲉⲓⲁⲧ
ⲛⲟⲩϩⲧⲱ	ⲛ|ⲟⲩ|ϩⲧⲱ
ⲁϥϩⲉⲕⲧⲙⲏⲏⲧⲉ	ⲁ|ϥ|ϩⲉ|ⲕ|ⲧ|ⲙⲏⲏⲧⲉ
ⲁϥⲉϣⲧ	ⲁ|ϥ|ⲉϣⲧ
ⲟⲩϣϭⲓⲗϭⲓⲗ	ⲟⲩ|ϣϭⲓⲗϭⲓⲗ
ⲉⲡⲉϥⲙⲁⲕϩ	ⲉ|ⲡⲉϥ|ⲙⲁⲕϩ
ⲁϥⲧⲟⲟⲩ	ⲁ|ϥ|ⲧⲟⲟⲩ
ⲙⲙⲁⲧⲟⲓ	ⲙ|ⲙⲁⲧⲟⲓ
ⲙⲉϩ	ⲙⲉϩ
ⲛⲉⲩϭⲓϫ	ⲛⲉⲩ|ϭⲓϫ
ⲛⲃⲁ	ⲛ|ⲃⲁ
ⲛⲉⲩϩⲓⲟⲩⲉ	ⲛⲉ|ⲩ|ϩⲓⲟⲩⲉ
ⲉⲩⲡⲉⲣⲓⲁⲕⲉ	ⲉ|ⲩ|ⲡⲉⲣⲓⲁⲕⲉ
ϩⲛⲧⲡⲟⲗⲓⲥ	ϩⲛ|ⲧ|ⲡⲟⲗⲓⲥ
ⲉϥⲕⲏⲕⲁϩⲏⲩ	ⲉ|ϥ|ⲕⲏⲕⲁϩⲏⲩ
ⲉⲣⲉⲡⲕⲩⲣⲓⲝ	ⲉⲣⲉ|ⲡ|ⲕⲩⲣⲓⲝ
ⲱϣ	ⲱϣ
ϩⲁⲧⲉϥϩⲏ	ϩⲁ|ⲧⲉϥ|ϩⲏ
ϫⲉⲛⲧⲁⲩⲣⲛⲁⲓ	ϫⲉ|ⲛⲧ|ⲁ|ⲩ|ⲣ|ⲛⲁⲓ
ⲙⲡⲁⲓ	ⲙ|ⲡⲁⲓ
ϫⲉⲙⲡⲉϥⲑⲩⲥⲓⲁⲍⲉ	ϫⲉ|ⲙⲡⲉ|ϥ|ⲑⲩⲥⲓⲁⲍⲉ
ⲁⲩⲙⲉϣⲧ	ⲁ|ⲩ|ⲙⲉϣⲧ
ⲧⲡⲟⲗⲓⲥ	ⲧ|ⲡⲟⲗⲓⲥ
ⲛⲙⲙⲁϥ	ⲛⲙⲙⲁ|ϥ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛⲥⲟⲩⲁ	ϩⲛ|ⲥⲟⲩ|ⲁ
ⲙⲡⲁⲣⲙⲟⲩⲧⲉ	ⲙ|ⲡⲁⲣⲙⲟⲩⲧⲉ
ϩⲙⲡϣⲟⲣⲡ	ϩⲙ|ⲡ|ϣⲟⲣⲡ
ⲛⲉⲃⲟⲧ	ⲛ|ⲉⲃⲟⲧ
ⲛⲧⲁⲣⲭⲏ	ⲛ|ⲧ|ⲁⲣⲭⲏ
ⲛⲧⲉⲣⲟⲙⲡⲉ	ⲛ|ⲧⲉ|ⲣⲟⲙⲡⲉ
ⲕⲁⲧⲁⲧϭⲓⲛⲱⲡ	ⲕⲁⲧⲁ|ⲧ|ϭⲓⲛⲱⲡ
ⲛⲛⲉϩⲣⲱⲙⲁⲓⲟⲥ	ⲛ|ⲛⲉ|ϩⲣⲱⲙⲁⲓⲟⲥ
ⲁⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	ⲁ|ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ
ϫⲓ	ϫⲓ
ⲛⲟⲩⲭⲁⲣⲧⲏⲥ	ⲛ|ⲟⲩ|ⲭⲁⲣⲧⲏⲥ
ⲁϥⲥϩⲁⲓ	ⲁ|ϥ|ⲥϩⲁⲓ
ϫⲉⲁⲛⲟⲕ	ϫⲉ|ⲁⲛⲟⲕ
ⲡⲉⲧⲟ	ⲡ|ⲉⲧ|ⲟ
ⲉⲡⲕⲟⲥⲙⲟⲥ	ⲉ|ⲡ|ⲕⲟⲥⲙⲟⲥ
ⲧⲏⲣϥ	ⲧⲏⲣ|ϥ
ⲉϥⲥϩⲁⲓ	ⲉ|ϥ|ⲥϩⲁⲓ
ⲛϩⲁⲣⲙⲉⲛⲓⲟⲥ	ⲛ|ϩⲁⲣⲙⲉⲛⲓⲟⲥ
ⲡⲕⲱⲙⲉⲥ	ⲡ|ⲕⲱⲙⲉⲥ
ⲛⲣⲁⲕⲟⲧⲉ	ⲛ|ⲣⲁⲕⲟⲧⲉ
ϫⲉϩⲛⲧⲉⲩⲛⲟⲩ	ϫⲉ|ϩⲛ|ⲧⲉ|ⲩⲛⲟⲩ
ⲉⲧⲟⲩⲛⲁⲉⲓⲛⲉ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲉⲓⲛⲉ
ⲙⲡⲉⲓⲉⲝⲱⲙⲉⲛⲟⲥ	ⲙ|ⲡⲉⲓ|ⲉⲝⲱⲙⲉⲛⲟⲥ
ϫⲉⲃⲓⲕⲧⲱⲣ	ϫⲉ|ⲃⲓⲕⲧⲱⲣ
ⲉⲝⲉⲧⲁⲍⲉ	ⲉⲝⲉⲧⲁⲍⲉ
ⲛϣⲟⲙⲛⲧ	ⲛ|ϣⲟⲙⲛⲧ
ⲛⲥⲟⲡ	ⲛ|ⲥⲟⲡ
ⲙⲛⲛⲥⲱⲥ	ⲙⲛⲛⲥⲱ|ⲥ
ⲛⲅⲛⲟϫϥ	ⲛ|ⲅ|ⲛⲟϫ|ϥ
ⲉⲡⲙⲧⲱⲕ	ⲉ|ⲡ|ⲙⲧⲱⲕ
ⲛⲧⲥⲓⲟⲟⲩⲛ	ⲛ|ⲧ|ⲥⲓⲟⲟⲩⲛ
ⲛⲅⲣⲟⲕϩϥ	ⲛ|ⲅ|ⲣⲟⲕϩ|ϥ
ⲁⲩⲡⲁⲣⲁⲇⲓⲇⲟⲩ	ⲁ|ⲩ|ⲡⲁⲣⲁⲇⲓⲇⲟⲩ
ⲉⲧⲟⲟⲧⲟⲩ	ⲉⲧⲟⲟⲧ|ⲟⲩ
ⲛϥⲧⲟⲟⲩ	ⲛ|ϥⲧⲟⲟⲩ
ⲉⲣⲉⲟⲩⲕⲟⲗⲗⲁⲣⲓⲟⲛ	ⲉⲣⲉ|ⲟⲩ|ⲕⲟⲗⲗⲁⲣⲓⲟⲛ
ϩⲙⲡⲉϥⲙⲁⲕϩ	ϩⲙ|ⲡⲉϥ|ⲙⲁⲕϩ
ⲉⲣⲉⲟⲩⲭⲁⲙⲱⲥ	ⲉⲣⲉ|ⲟⲩ|ⲭⲁⲙⲱⲥ
ϩⲛⲣⲱϥ	ϩⲛ|ⲣⲱ|ϥ
ⲉⲣⲉⲟⲩⲡⲁⲓⲇⲁⲓⲥ	ⲉⲣⲉ|ⲟⲩ|ⲡⲁⲓⲇⲁⲓⲥ
ϩⲛⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ	ϩⲛ|ⲛⲉϥ|ⲟⲩⲉⲣⲏⲧⲉ
ⲉⲣⲉⲟⲩⲫⲓⲙⲓⲛⲁⲣⲓⲟⲛ	ⲉⲣⲉ|ⲟⲩ|ⲫⲓⲙⲓⲛⲁⲣⲓⲟⲛ
ϩⲛⲣⲁⲧϥ	ϩⲛ|ⲣⲁⲧ|ϥ
ⲉⲣⲉⲙⲙⲁⲧⲟⲓ	ⲉⲣⲉ|ⲙ|ⲙⲁⲧⲟⲓ
ϩⲃⲟⲣⲃⲣ	ϩⲃⲟⲣⲃⲣ
ⲡϩⲁⲅⲓⲟⲥ	ⲡ|ϩⲁⲅⲓⲟⲥ
ⲛⲙⲙⲁⲧⲟⲓ	ⲛ|ⲙ|ⲙⲁⲧⲟⲓ
ϫⲉⲛⲁⲥⲛⲏⲩ	ϫⲉ|ⲛⲁ|ⲥⲛⲏⲩ
ⲁⲗⲱⲧⲛ	ⲁⲗⲱⲧⲛ
ⲉⲧⲉⲧⲛⲟ	ⲉ|ⲧⲉⲧⲛ|ⲟ
ⲛⲟⲩⲁϩⲓⲏⲧ	ⲛ|ⲟⲩⲁϩⲓⲏⲧ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
ⲉⲧⲉⲧⲛϣⲧⲟⲣⲧⲣ	ⲉ|ⲧⲉⲧⲛ|ϣⲧⲟⲣⲧⲣ
ⲟⲩ	ⲟⲩ
ⲡⲓⲉⲧϩⲟⲟⲩ	ⲡⲓ|ⲉⲧ|ϩⲟⲟⲩ
ⲛⲧⲁⲓⲁⲁϥ	ⲛⲧ|ⲁ|ⲓ|ⲁⲁ|ϥ
ⲉⲧⲉⲧⲛⲣⲁϣⲉ	ⲉ|ⲧⲉⲧⲛ|ⲣⲁϣⲉ
ⲉϫⲱⲓ	ⲉϫⲱ|ⲓ
ⲛⲙⲙⲟⲛ	ⲛ|ⲙⲙⲟⲛ
ⲁⲓⲃⲗⲁⲡⲧⲉⲓ	ⲁ|ⲓ|ⲃⲗⲁⲡⲧⲉⲓ
ⲉⲛⲉϩ	ⲉⲛⲉϩ
ⲁⲓϫⲓ	ⲁ|ⲓ|ϫⲓ
ⲟⲩⲁ	ⲟⲩⲁ
ⲛϭⲟⲛⲥ	ⲛ|ϭⲟⲛⲥ
ⲁϩⲉⲛⲛⲉⲡⲁϫⲟⲉⲓⲥ	ⲁ|ϩⲉⲛ|ⲛⲉ|ⲡⲁ|ϫⲟⲉⲓⲥ
ⲥⲟⲟⲩⲧⲛ	ⲥⲟⲟⲩⲧⲛ
ⲛⲧⲁϩⲓⲏ	ⲛ|ⲧⲁ|ϩⲓⲏ
ⲟⲩⲙⲟⲛⲟⲛ	ⲟⲩ|ⲙⲟⲛⲟⲛ
ϫⲉⲛⲧⲱⲧⲛ	ϫⲉ|ⲛⲧⲱⲧⲛ
ⲟⲩⲟⲛ	ⲟⲩⲟⲛ
ⲛⲁⲥⲛⲏⲩ	ⲛⲁ|ⲥⲛⲏⲩ
ⲙⲡⲣⲣⲁϣⲉ	ⲙⲡⲣ|ⲣⲁϣⲉ
ϫⲉⲁϩⲉⲛⲡⲉⲧϩⲟⲟⲩ	ϫⲉ|ⲁ|ϩⲉⲛ|ⲡⲉⲧϩⲟⲟⲩ
ⲧⲱⲟⲩⲛ	ⲧⲱⲟⲩⲛ
ϫⲉⲙⲡⲣⲣⲁϣⲉ	ϫⲉ|ⲙⲡⲣ|ⲣⲁϣⲉ
ⲛⲟⲩⲁ	ⲛ|ⲟⲩⲁ
ⲉⲁϥⲙⲟⲩ	ⲉ|ⲁ|ϥ|ⲙⲟⲩ
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ	ⲁⲣⲓ|ⲡ|ⲙⲉⲉⲩⲉ
ϫⲉⲧⲛⲛⲁⲙⲟⲩ	ϫⲉ|ⲧⲛ|ⲛⲁ|ⲙⲟⲩ
ⲧⲏⲣⲛ	ⲧⲏⲣ|ⲛ
ϫⲉⲁⲓⲣⲙⲁⲧⲟⲓ	ϫⲉ|ⲁ|ⲓ|ⲣⲙⲁⲧⲟⲓ
ⲛⲙⲙⲏⲧⲛ	ⲛⲙⲙⲏ|ⲧⲛ
ⲛⲟⲩϩⲟⲟⲩ	ⲛ|ⲟⲩ|ϩⲟⲟⲩ
ⲙⲡⲣⲁⲁⲥ	ⲙⲡⲣ|ⲁⲁ|ⲥ
ⲁⲣⲓⲥ	ⲁⲣⲓ|ⲥ
ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ	ⲉⲧⲃⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲧⲉⲧⲛⲃⲱϣ	ⲛ|ⲧⲉⲧⲛ|ⲃⲱϣ
ⲛⲧⲁϫⲉⲡⲉⲓϣⲁϫⲉ	ⲛ|ⲧⲁ|ϫⲉ|ⲡⲉⲓ|ϣⲁϫⲉ
ⲉⲧⲁⲙⲁⲁⲩ	ⲉ|ⲧⲁ|ⲙⲁⲁⲩ
ⲁⲩⲙⲕⲁϩ	ⲁ|ⲩ|ⲙⲕⲁϩ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
ⲁⲩⲃⲱϣ	ⲁ|ⲩ|ⲃⲱϣ
ⲛⲧⲟϥ	ⲛⲧⲟϥ
ⲁϥϯⲡⲉϥⲟⲩⲟⲉⲓ	ⲁ|ϥ|ϯ|ⲡⲉϥ|ⲟⲩⲟⲉⲓ
ⲉⲡⲉϥⲏⲓ	ⲉ|ⲡⲉϥ|ⲏⲓ
ⲧⲉϥⲙⲁⲁⲩ	ⲧⲉϥ|ⲙⲁⲁⲩ
ⲛⲧⲉⲣⲉⲥⲛⲁⲩ	ⲛⲧⲉⲣⲉ|ⲥ|ⲛⲁⲩ
ⲁⲥϣⲧⲟⲣⲧⲣ	ⲁ|ⲥ|ϣⲧⲟⲣⲧⲣ
ⲛϩⲏⲧⲥ	ⲛϩⲏⲧ|ⲥ
ⲁⲥⲧⲱⲟⲩⲛ	ⲁ|ⲥ|ⲧⲱⲟⲩⲛ
ϩⲓϫⲙⲡⲉⲥⲑⲣⲟⲛⲟⲥ	ϩⲓϫⲙ|ⲡⲉⲥ|ⲑⲣⲟⲛⲟⲥ
ⲡⲉϫⲁⲥ	ⲡⲉϫⲁ|ⲥ
ⲡⲁϣⲏⲣⲉ	ⲡⲁ|ϣⲏⲣⲉ
ⲡⲟⲩⲟⲉⲓⲛ	ⲡ|ⲟⲩⲟⲉⲓⲛ
ⲛⲛⲁⲃⲁⲗ	ⲛ|ⲛⲁ|ⲃⲁⲗ
ⲛⲉⲥⲛⲁⲩ	ⲛⲉ|ⲥ|ⲛⲁⲩ
ⲉϥϫⲓⲡⲉⲛⲓⲡⲉ	ⲉ|ϥ|ϫⲓⲡⲉⲛⲓⲡⲉ
ⲉⲛⲉϥϭⲓϫ	ⲉ|ⲛⲉϥ|ϭⲓϫ
ⲙⲛⲛⲉϥⲟⲩⲣⲏⲏⲧⲉ	ⲙⲛ|ⲛⲉϥ|ⲟⲩⲣⲏⲏⲧⲉ
ⲕϣⲟⲟⲡ	ⲕ|ϣⲟⲟⲡ
ⲡⲗⲏⲛ	ⲡⲗⲏⲛ
ⲁⲧⲁⲯⲩⲭⲏ	ⲁ|ⲧⲁ|ⲯⲩⲭⲏ
ϣⲧⲟⲣⲧⲣ	ϣⲧⲟⲣⲧⲣ
ⲉⲓⲛⲁⲩ	ⲉ|ⲓ|ⲛⲁⲩ
ⲙⲏ	ⲙⲏ
ⲛⲧⲁⲕⲗⲓⲃⲉ	ⲛⲧ|ⲁ|ⲕ|ⲗⲓⲃⲉ
ⲛⲧⲁⲡⲣⲣⲟ	ⲛⲧ|ⲁ|ⲡ|ⲣⲣⲟ
ⲕⲁⲧⲁⲕⲣⲓⲛⲉ	ⲕⲁⲧⲁⲕⲣⲓⲛⲉ
ⲉⲩⲛⲟⲩⲃ	ⲉ|ⲩ|ⲛⲟⲩⲃ
ϫⲉⲉϥⲛⲁⲣ	ϫⲉ|ⲉ|ϥ|ⲛⲁ|ⲣ
ⲛⲧⲉϥⲙⲁⲁⲩ	ⲛ|ⲧⲉϥ|ⲙⲁⲁⲩ
ϫⲓⲣⲓⲙⲉ	ϫⲓ|ⲣⲓⲙⲉ
ⲛⲉ	ⲛⲉ
ⲧⲁⲙⲁⲁⲩ	ⲧⲁ|ⲙⲁⲁⲩ
ϫⲉⲉⲩⲛⲁϥⲓ	ϫⲉ|ⲉ|ⲩ|ⲛⲁ|ϥⲓ
ⲙⲡⲣⲁⲛ	ⲙ|ⲡ|ⲣⲁⲛ
ⲛⲃⲓⲕⲧⲱⲣ	ⲛ|ⲃⲓⲕⲧⲱⲣ
ϩⲙⲡⲟⲩⲏⲓ	ϩⲙ|ⲡⲟⲩ|ⲏⲓ
ⲛⲧⲁϫⲱ	ⲛ|ⲧⲁ|ϫⲱ
ⲛⲛⲁϣⲁϫⲉ	ⲛ|ⲛⲁ|ϣⲁϫⲉ
ⲉⲛⲟⲩⲙⲁⲁϫⲉ	ⲉ|ⲛⲟⲩ|ⲙⲁⲁϫⲉ
ϩⲁⲧϩⲉ	ϩⲁ|ⲧ|ϩⲉ
ⲙⲉⲛ	ⲙⲉⲛ
ⲛϩⲱⲃ	ⲛ|ϩⲱⲃ
ⲁⲣⲓϩⲟⲧⲉ	ⲁⲣⲓ|ϩⲟⲧⲉ
ϩⲏⲧϥ	ϩⲏⲧ|ϥ
ⲛⲛⲉϥⲡⲉⲧⲟⲩⲁⲁⲃ	ⲛ|ⲛⲉϥ|ⲡⲉⲧⲟⲩⲁⲁⲃ
ⲛⲉϥⲥⲁⲃⲃⲁⲧⲟⲛ	ⲛⲉϥ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ⲧⲃⲃⲟⲟⲩ	ⲧⲃⲃⲟ|ⲟⲩ
ⲛⲛⲏⲥⲧⲉⲓⲁ	ⲛ|ⲛⲏⲥⲧⲉⲓⲁ
ϩⲁⲣⲉϩ	ϩⲁⲣⲉϩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ⲙⲡⲣⲟⲃϣⲉ	ⲙⲡⲣ|ⲟⲃϣⲉ
ⲉⲛⲉⲭⲏⲣⲁ	ⲉ|ⲛⲉ|ⲭⲏⲣⲁ
ⲙⲛⲛⲟⲣⲫⲁⲛⲟⲥ	ⲙⲛ|ⲛ|ⲟⲣⲫⲁⲛⲟⲥ
ϫⲉϫⲓⲛⲙⲡϩⲟⲟⲩ	ϫⲉ|ϫⲓⲛ|ⲙ|ⲡ|ϩⲟⲟⲩ
ⲉⲧϩⲏ	ⲉ|ⲧ|ϩⲏ
ⲉⲓⲛⲁϣⲱⲡⲉ	ⲉ|ⲓ|ⲛⲁ|ϣⲱⲡⲉ
ⲛⲟⲣⲫⲁⲛⲟⲥ	ⲛ|ⲟⲣⲫⲁⲛⲟⲥ
ⲛⲁⲧⲉⲓⲱⲧ	ⲛ|ⲁⲧⲉⲓⲱⲧ
ⲛⲁⲧⲙⲁⲁⲩ	ⲛ|ⲁⲧⲙⲁⲁⲩ
ⲧⲙⲛⲧⲛⲁ	ⲧ|ⲙⲛⲧⲛⲁ
ⲉⲧⲣⲉⲛⲁⲁⲥ	ⲉ|ⲧⲣⲉ|ⲛ|ⲁⲁ|ⲥ
ⲙⲡⲉⲓⲙⲁ	ⲙ|ⲡⲉⲓ|ⲙⲁ
ⲉⲣⲉⲡⲛⲟⲩⲧⲉ	ⲉⲣⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲁⲧⲁⲁⲥ	ⲛⲁ|ⲧⲁⲁ|ⲥ
ⲉⲡϩⲏⲧ	ⲉ|ⲡ|ϩⲏⲧ
ⲛϥⲁⲁⲥ	ⲛ|ϥ|ⲁⲁ|ⲥ
ⲛⲙⲙⲁⲓ	ⲛⲙⲙⲁ|ⲓ
ϩⲙⲡⲙⲁ	ϩⲙ|ⲡ|ⲙⲁ
ⲉϯⲛⲁⲃⲱⲕ	ⲉ|ϯ|ⲛⲁ|ⲃⲱⲕ
ϫⲉⲙⲛⲡⲉⲧⲟ	ϫⲉ|ⲙⲛ|ⲡ|ⲉⲧ|ⲟ
ⲛⲛⲟϭ	ⲛ|ⲛⲟϭ
ⲉⲧⲁⲅⲁⲡⲏ	ⲉ|ⲧ|ⲁⲅⲁⲡⲏ
ⲛⲉⲧϣⲱⲛⲉ	ⲛ|ⲉⲧ|ϣⲱⲛⲉ
ϭⲙⲡⲉⲩϣⲓⲛⲉ	ϭⲙ|ⲡⲉⲩ|ϣⲓⲛⲉ
ϯ	ϯ
ⲧⲥⲉⲟⲩⲁ	ⲧ|ⲥⲉ|ⲟⲩⲁ
ⲉϥⲟⲃⲉ	ⲉ|ϥ|ⲟⲃⲉ
ϣⲡⲟⲩϣⲙⲙⲟ	ϣⲡ|ⲟⲩ|ϣⲙⲙⲟ
ⲉⲣⲟ	ⲉⲣⲟ
ϫⲉⲉⲓⲛⲁϣⲱⲡⲉ	ϫⲉ|ⲉ|ⲓ|ⲛⲁ|ϣⲱⲡⲉ
ⲛϣⲙⲙⲟ	ⲛ|ϣⲙⲙⲟ
ϫⲓⲛⲡϩⲟⲟⲩ	ϫⲓⲛ|ⲡ|ϩⲟⲟⲩ
ⲉⲣⲉⲡⲉⲥⲙⲟⲩ	ⲉⲣⲉ|ⲡⲉ|ⲥⲙⲟⲩ
ⲛⲥⲁⲣⲣⲁ	ⲛ|ⲥⲁⲣⲣⲁ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
ϩⲓϫⲱ	ϩⲓϫⲱ
ⲛⲉⲛⲧⲁⲓϫⲟⲟⲩ	ⲛ|ⲉⲛⲧ|ⲁ|ⲓ|ϫⲟⲟⲩ
ⲣⲱϣⲉ	ⲣⲱϣⲉ
ⲉⲧⲟⲩⲯⲩⲭⲏ	ⲉ|ⲧⲟⲩ|ⲯⲩⲭⲏ
ⲁⲓⲟⲩⲱ	ⲁ|ⲓ|ⲟⲩⲱ
ⲉⲓⲉⲓⲙⲉ	ⲉ|ⲓ|ⲉⲓⲙⲉ
ϫⲉϯⲛⲁⲕⲧⲟⲓ	ϫⲉ|ϯ|ⲛⲁ|ⲕⲧⲟ|ⲓ
ⲉⲛⲁⲩ	ⲉ|ⲛⲁⲩ
ϫⲓⲛⲡⲉⲓⲛⲁⲩ	ϫⲓⲛ|ⲡⲉⲓ|ⲛⲁⲩ
ϯⲟⲛϩ	ϯ|ⲟⲛϩ
ⲛϯⲥⲱⲧⲙ	ⲛ|ϯ|ⲥⲱⲧⲙ
ϫⲉⲁⲓⲙⲟⲩ	ϫⲉ|ⲁ|ⲓ|ⲙⲟⲩ
ϣⲓⲛⲉ	ϣⲓⲛⲉ
ⲛⲥⲁⲡⲁⲡⲁⲥⲱⲙⲁ	ⲛⲥⲁ|ⲡⲁ|ⲡⲁ|ⲥⲱⲙⲁ
ⲛϯⲉⲛⲧϥ	ⲛ|ϯ|ⲉⲛⲧ|ϥ
ⲉⲡⲉⲓⲙⲁ	ⲉ|ⲡⲉⲓ|ⲙⲁ
ⲙⲡⲣⲉⲓⲛⲉ	ⲙⲡⲣ|ⲉⲓⲛⲉ
ⲙⲡⲁⲉⲓⲱⲧ	ⲙ|ⲡⲁ|ⲉⲓⲱⲧ
ⲙⲙⲁⲥⲧϣⲏⲣⲉ	ⲙ|ⲙⲁⲥⲧϣⲏⲣⲉ
ⲛⲧⲟ	ⲛⲧⲟ
ⲛⲛⲁϩⲏⲧ	ⲛ|ⲛⲁϩⲏⲧ
ⲙⲡⲉϩⲟⲟⲩ	ⲙ|ⲡⲉ|ϩⲟⲟⲩ
ⲙⲛⲧⲉⲩϣⲏ	ⲙⲛ|ⲧⲉ|ⲩϣⲏ
ⲉϥⲛⲁⲣⲟⲩⲛⲁ	ⲉ|ϥ|ⲛⲁ|ⲣ|ⲟⲩ|ⲛⲁ
ⲛⲙⲙⲉ	ⲛⲙⲙ|ⲉ
ⲛⲧⲟⲩⲁⲛⲁⲅⲕⲏ	ⲛ|ⲧⲟⲩ|ⲁⲛⲁⲅⲕⲏ
ϩⲙⲡⲟⲩϩⲏⲧ	ϩⲙ|ⲡⲟⲩ|ϩⲏⲧ
,	,
ϩⲙⲛⲟⲩⲙⲉⲉⲩⲉ	ϩⲙ|ⲛⲟⲩ|ⲙⲉⲉⲩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
ⲛⲧⲉⲣⲉϥⲛⲁⲩ	ⲛⲧⲉⲣⲉ|ϥ|ⲛⲁⲩ
ⲁϥⲟⲃϣϥ	ⲁ|ϥ|ⲟⲃϣ|ϥ
ⲙⲡⲉⲣϩⲟⲧⲉ	ⲙⲡⲉ|ⲣϩⲟⲧⲉ
.	.
ϥⲛⲁϫⲱ	ϥ|ⲛⲁ|ϫⲱ
ⲛⲧⲉϥⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ⲛ|ⲧⲉϥ|ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲡⲧⲏⲩⲛⲁϥⲓⲧⲉ	ⲡ|ⲧⲏⲩ|ⲛⲁ|ϥⲓⲧ|ⲉ
ⲙⲛⲛⲉⲧⲧⲏϩ	ⲙⲛ|ⲛ|ⲉⲧ|ⲧⲏϩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲟⲩϩⲃⲏⲩⲉ	ⲛⲟⲩ|ϩⲃⲏⲩⲉ
ⲙⲛⲛⲟⲩⲟⲩ	ⲙⲛ|ⲛⲟⲩ|ⲟⲩ
