ϯⲡⲣⲟⲥⲉⲩⲭⲏ	ϯ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲙⲡϣⲁ	ⲙⲡϣⲁ
ϩⲱ	ϩⲱ
ⲛⲉⲙⲏⲓ	ⲛⲉⲙⲏ|ⲓ
ⲉⲓⲉⲓ	ⲉⲓⲉ|ⲓ
ϩⲁⲣⲱⲧⲉⲛ	ϩⲁⲣⲱ|ⲧⲉⲛ
ⲁⲓϣⲁⲛⲥⲉⲛ	ⲁⲓϣⲁⲛ|ⲥⲉⲛ
ⲧⲙⲁⲕⲉⲇⲟⲛⲓⲁ	ⲧ|ⲙⲁⲕⲉⲇⲟⲛⲓⲁ
ⲅⲁⲣ	ⲅⲁⲣ
ϯⲛⲁⲥⲉⲛⲥ	ϯ|ⲛⲁ|ⲥⲉⲛ|ⲥ
ⲧⲁⲭⲁ	ⲧⲁⲭⲁ
ⲛⲧⲁⲟϩⲓ	ⲛ|ⲧⲁ|ⲟϩⲓ
ϧⲁⲧⲉⲛ	ϧⲁ|ⲧⲉⲛ
ⲑⲏⲛⲟⲩ	ⲑⲏⲛⲟⲩ
ⲛⲧⲁⲉⲣϯⲫⲣⲱ	ⲛ|ⲧⲁ|ⲉⲣ|ϯ|ⲫⲣⲱ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ⲛⲧⲉⲧⲉⲛⲧⲫⲟⲓ	ⲛⲧⲉ|ⲧⲉⲛ|ⲧⲫⲟ|ⲓ
ⲉⲡⲓⲙⲁ	ⲉ|ⲡⲓ|ⲙⲁ
ⲉϯⲛⲁϣⲉ	ⲉ|ϯ|ⲛⲁ|ϣⲉ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϯⲟⲩⲱϣ	ϯ|ⲟⲩⲱϣ
ⲉⲛⲁⲩ	ⲉ|ⲛⲁⲩ
ⲉⲣⲱⲧⲉⲛ	ⲉⲣⲱ|ⲧⲉⲛ
ⲉⲓⲭⲏ	ⲉ|ⲓ|ⲭⲏ
ϩⲓⲫⲙⲱⲓⲧ	ϩⲓ|ⲫ|ⲙⲱⲓⲧ
ϯⲉⲣϩⲉⲗⲡⲓⲥ	ϯ|ⲉⲣϩⲉⲗⲡⲓⲥ
ⲉⲉⲣⲭⲣⲟⲛⲟⲥ	ⲉ|ⲉⲣⲭⲣⲟⲛⲟⲥ
ⲁⲣⲉϣⲁⲛⲡϭⲟⲓⲥ	ⲁⲣⲉϣⲁⲛ|ⲡ|ϭⲟⲓⲥ
ⲟⲩⲁϩⲥⲁϩⲛⲓ	ⲟⲩⲁϩⲥⲁϩⲛⲓ
ϯⲛⲁϣⲱⲡⲓ	ϯ|ⲛⲁ|ϣⲱⲡⲓ
ϧⲉⲛⲉⲫⲉⲥⲟⲥ	ϧⲉⲛ|ⲉⲫⲉⲥⲟⲥ
ϣⲁϯⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ	ϣⲁ|ϯ|ⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ
ⲁϥⲟⲩⲱⲛ	ⲁ|ϥ|ⲟⲩⲱⲛ
ⲛϫⲉⲟⲩⲛⲓϣϯ	ⲛϫⲉ|ⲟⲩ|ⲛⲓϣϯ
ⲛⲣⲟ	ⲛ|ⲣⲟ
ⲉϥⲉⲣϩⲱⲃ	ⲉ|ϥ|ⲉⲣϩⲱⲃ
ⲛⲉⲙⲟⲩⲙⲏϣ	ⲛⲉⲙ|ⲟⲩ|ⲙⲏϣ
ⲛⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ	ⲛ|ⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ
ⲁⲣⲉϣⲁⲛⲧⲓⲙⲟⲑⲉⲟⲥ	ⲁⲣⲉϣⲁⲛ|ⲧⲓⲙⲟⲑⲉⲟⲥ
ⲓ	ⲓ
ⲁⲛⲁⲩ	ⲁⲛⲁⲩ
ⲛⲧⲉϥⲓ	ⲛⲧⲉ|ϥ|ⲓ
ⲁⲧϭⲛⲉϩⲟϯ	ⲁⲧϭⲛⲉ|ϩⲟϯ
ⲡⲓϩⲱⲃ	ⲡⲓ|ϩⲱⲃ
ⲛⲧⲉⲡϭⲟⲓⲥ	ⲛⲧⲉ|ⲡ|ϭⲟⲓⲥ
ⲡⲉⲧⲉϥⲉⲣϩⲱⲃ	ⲡ|ⲉⲧⲉ|ϥ|ⲉⲣϩⲱⲃ
ⲙⲡⲁⲣⲏϯ	ⲙ|ⲡⲁ|ⲣⲏϯ
ⲙⲡⲉⲛⲑⲣⲉϩⲗⲓ	ⲙⲡⲉⲛⲑⲣⲉ|ϩⲗⲓ
ⲟⲩⲛ	ⲟⲩⲛ
ϣⲟϣϥ	ϣⲟϣ|ϥ
ⲙⲁϯⲫⲟϥ	ⲙⲁ|ϯⲫⲟ|ϥ
ϧⲉⲛⲟⲩϩⲓⲣⲏⲛⲏ	ϧⲉⲛ|ⲟⲩ|ϩⲓⲣⲏⲛⲏ
ϩⲁⲣⲟⲓ	ϩⲁⲣⲟ|ⲓ
ϯⲥⲟⲙⲥ	ϯ|ⲥⲟⲙⲥ
ⲛⲉⲙⲛⲓⲥⲛⲏⲩ	ⲛⲉⲙ|ⲛⲓ|ⲥⲛⲏⲩ
ⲉⲑⲃⲉⲁⲡⲟⲗⲗⲱ	ⲉⲑⲃⲉ|ⲁⲡⲟⲗⲗⲱ
ⲡⲓⲥⲟⲛ	ⲡⲓ|ⲥⲟⲛ
ⲁⲓϯϩⲟ	ⲁ|ⲓ|ϯϩⲟ
ⲉⲙⲁϣⲱ	ⲉⲙⲁϣⲱ
ⲡⲁⲛⲧⲱⲥ	ⲡⲁⲛⲧⲱⲥ
ⲫⲟⲩⲱϣ	ⲫ|ⲟⲩⲱϣ
ⲉϥⲉⲓ	ⲉϥⲉ|ⲓ
ⲁϥϣⲁⲛϫⲉⲙⲧⲉⲩⲕⲉⲣⲓⲁ	ⲁϥϣⲁⲛ|ϫⲉⲙ|ⲧ|ⲉⲩⲕⲉⲣⲓⲁ
ⲣⲱⲓⲥ	ⲣⲱⲓⲥ
ⲟϩⲓ	ⲟϩⲓ
ⲉⲛⲑⲏⲛⲟⲩ	ⲉⲛ|ⲑⲏⲛⲟⲩ
ϧⲉⲛⲫⲛⲁϩϯ	ϧⲉⲛ|ⲫ|ⲛⲁϩϯ
ϭⲣⲟ	ϭⲣⲟ
ϫⲉⲙⲛⲟⲙϯ	ϫⲉⲙⲛⲟⲙϯ
ϩⲱⲃ	ϩⲱⲃ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ⲉⲧⲉⲛⲧⲱⲧⲉⲛ	ⲉⲧⲉ|ⲛⲧⲱⲧⲉⲛ
ⲙⲁⲣⲟⲩϣⲱⲡⲓ	ⲙⲁⲣ|ⲟⲩ|ϣⲱⲡⲓ
ϧⲉⲛⲟⲩⲁⲅⲁⲡⲏ	ϧⲉⲛ|ⲟⲩ|ⲁⲅⲁⲡⲏ
ϯϯϩⲟ	ϯ|ϯϩⲟ
ⲛⲉⲛⲥⲛⲏⲩ	ⲛⲉⲛ|ⲥⲛⲏⲩ
ⲧⲉⲧⲉⲛⲥⲱⲟⲩⲛ	ⲧⲉⲧⲉⲛ|ⲥⲱⲟⲩⲛ
ⲙⲡⲏⲓ	ⲙ|ⲡ|ⲏⲓ
ⲛⲥⲧⲉⲫⲁⲛⲁ	ⲛ|ⲥⲧⲉⲫⲁⲛⲁ
ⲛⲉⲙⲫⲟⲣⲧⲟⲩⲛⲁⲧⲟⲥ	ⲛⲉⲙ|ⲫⲟⲣⲧⲟⲩⲛⲁⲧⲟⲥ
ϫⲉⲧⲁⲣⲭⲏ	ϫⲉ|ⲧ|ⲁⲣⲭⲏ
ⲛⲧⲉϯⲁⲭⲁⲓⲁ	ⲛⲧⲉ|ϯ|ⲁⲭⲁⲓⲁ
ⲧⲉ	ⲧⲉ
ⲁⲩⲑⲁϣⲟⲩ	ⲁ|ⲩ|ⲑⲁϣ|ⲟⲩ
ⲉⲩⲇⲓⲁⲕⲟⲛⲓⲁ	ⲉ|ⲩ|ⲇⲓⲁⲕⲟⲛⲓⲁ
ⲛⲛⲓϩⲁⲅⲓⲟⲥ	ⲛ|ⲛⲓ|ϩⲁⲅⲓⲟⲥ
ⲛⲧⲉⲧⲉⲛϭⲛⲉϫⲱⲧⲉⲛ	ⲛⲧⲉ|ⲧⲉⲛ|ϭⲛⲉ|ϫⲱ|ⲧⲉⲛ
ⲛⲛⲁⲓⲟⲩⲟⲛ	ⲛ|ⲛⲁⲓ|ⲟⲩⲟⲛ
ⲛⲉⲙⲟⲩⲟⲛ	ⲛⲉⲙ|ⲟⲩⲟⲛ
ⲉⲧⲟⲓ	ⲉⲧ|ⲟⲓ
ⲛϣⲫⲏⲣ	ⲛ|ϣⲫⲏⲣ
ⲛⲣⲉϥⲉⲣϩⲱⲃ	ⲛ|ⲣⲉϥⲉⲣϩⲱⲃ
ⲉⲧϧⲟⲥⲓ	ⲉⲧ|ϧⲟⲥⲓ
ϯⲣⲁϣⲓ	ϯ|ⲣⲁϣⲓ
ⲉϫⲉⲛⲧⲡⲁⲣⲟⲩⲥⲓⲁ	ⲉϫⲉⲛ|ⲧ|ⲡⲁⲣⲟⲩⲥⲓⲁ
ⲛⲉⲙⲁⲭⲁⲓⲕⲟⲥ	ⲛⲉⲙ|ⲁⲭⲁⲓⲕⲟⲥ
ϫⲉⲡⲉⲧⲉⲛϭⲣⲟϩ	ϫⲉ|ⲡⲉⲧⲉⲛ|ϭⲣⲟϩ
ⲁⲩϫⲉⲕⲣⲱϥ	ⲁ|ⲩ|ϫⲉⲕⲣⲱ|ϥ
ⲁⲩϯⲙⲧⲟⲛ	ⲁ|ⲩ|ϯⲙⲧⲟⲛ
ⲙⲡⲁⲡⲛⲉⲩⲙⲁ	ⲙ|ⲡⲁ|ⲡⲛⲉⲩⲙⲁ
ⲛⲉⲙⲫⲱⲧⲉⲛ	ⲛⲉⲙ|ⲫⲱⲧⲉⲛ
ⲥⲟⲩⲉⲛⲛⲁⲓⲟⲩⲟⲛ	ⲥⲟⲩⲉⲛ|ⲛⲁⲓ|ⲟⲩⲟⲛ
ⲥⲉϣⲓⲛⲓ	ⲥⲉ|ϣⲓⲛⲓ
ⲛϫⲉⲛⲓⲉⲕⲕⲗⲏⲥⲓⲁ	ⲛϫⲉ|ⲛⲓ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲛⲧⲉϯⲁⲥⲓⲁ	ⲛⲧⲉ|ϯ|ⲁⲥⲓⲁ
ϧⲉⲛⲡϭⲟⲓⲥ	ϧⲉⲛ|ⲡ|ϭⲟⲓⲥ
ⲛϫⲉⲁⲕⲩⲗⲁ	ⲛϫⲉ|ⲁⲕⲩⲗⲁ
ⲛⲉⲙⲡⲣⲓⲥⲕⲁ	ⲛⲉⲙ|ⲡⲣⲓⲥⲕⲁ
ⲛⲉⲙϯⲉⲕⲕⲗⲏⲥⲓⲁ	ⲛⲉⲙ|ϯ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲛⲧⲉⲡⲟⲩⲏⲓ	ⲛⲧⲉ|ⲡⲟⲩ|ⲏⲓ
ⲛϫⲉⲛⲓⲥⲛⲏⲩ	ⲛϫⲉ|ⲛⲓ|ⲥⲛⲏⲩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉⲧⲛⲉⲙⲏⲓ	ⲉⲧ|ⲛⲉⲙⲏ|ⲓ
ⲁⲣⲓⲁⲥⲡⲁⲍⲉⲥⲑⲉ	ⲁⲣⲓⲁⲥⲡⲁⲍⲉⲥⲑⲉ
ⲛⲛⲉⲧⲉⲛⲉⲣⲏⲩ	ⲛ|ⲛⲉⲧⲉⲛ|ⲉⲣⲏⲩ
ϧⲉⲛⲟⲩⲫⲓ	ϧⲉⲛ|ⲟⲩ|ⲫⲓ
ⲉⲥⲟⲩⲁⲃ	ⲉ|ⲥ|ⲟⲩⲁⲃ
ⲡⲁⲁⲥⲡⲁⲥⲙⲟⲥ	ⲡⲁ|ⲁⲥⲡⲁⲥⲙⲟⲥ
ϧⲉⲛⲧⲁϫⲓϫ	ϧⲉⲛ|ⲧⲁ|ϫⲓϫ
ⲡⲁⲩⲗⲟⲥ	ⲡⲁⲩⲗⲟⲥ
ⲫⲏ	ⲫⲏ
ⲉⲧⲉⲛϥⲙⲉⲓ	ⲉⲧⲉ|ⲛ|ϥ|ⲙⲉⲓ
ⲙⲡⲉⲛϭⲟⲓⲥ	ⲙ|ⲡⲉⲛ|ϭⲟⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲡⲭⲣⲓⲥⲧⲟⲥ	ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲙⲁⲣⲉϥϣⲱⲡⲓ	ⲙⲁⲣⲉ|ϥ|ϣⲱⲡⲓ
ⲛⲟⲩⲁⲛⲁⲑⲉⲙⲁ	ⲛ|ⲟⲩ|ⲁⲛⲁⲑⲉⲙⲁ
ⲙⲁⲣⲁⲛⲁⲑⲁ	ⲙⲁⲣⲁⲛⲁⲑⲁ
ⲡϩⲙⲟⲧ	ⲡ|ϩⲙⲟⲧ
ⲛⲉⲙⲱⲧⲉⲛ	ⲛⲉⲙⲱ|ⲧⲉⲛ
ⲧⲁⲁⲅⲁⲡⲏ	ⲧⲁ|ⲁⲅⲁⲡⲏ
ϧⲉⲛⲡⲭⲣⲓⲥⲧⲟⲥ	ϧⲉⲛ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲁⲙⲏⲛ	ⲁⲙⲏⲛ
ⲫⲃⲓⲟⲥ	ⲫ|ⲃⲓⲟⲥ
ⲙⲡⲓⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ	ⲙ|ⲡⲓ|ⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ
ⲉⲑⲟⲩⲁⲃ	ⲉⲑ|ⲟⲩⲁⲃ
ⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲉϯⲛⲓϣϯ	ⲛⲧⲉ|ϯ|ⲛⲓϣϯ
ⲙⲡⲟⲗⲓⲥ	ⲙ|ⲡⲟⲗⲓⲥ
ⲣⲁⲕⲟϯ	ⲣⲁⲕⲟϯ
ⲁⲃⲃⲁ	ⲁⲃⲃⲁ
ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ
ⲉⲁϥϩⲓⲥⲧⲟⲣⲉⲓⲛ	ⲉ|ⲁ|ϥ|ϩⲓⲥⲧⲟⲣⲉⲓⲛ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲛϫⲉⲫⲏ	ⲛϫⲉ|ⲫⲏ
ⲙⲏⲛⲁ	ⲙⲏⲛⲁ
ⲡⲓϩⲟⲥⲓⲱⲧⲁⲧⲟⲥ	ⲡⲓ|ϩⲟⲥⲓⲱⲧⲁⲧⲟⲥ
ⲛⲉⲡⲓⲥⲕⲡⲟⲥ	ⲛ|ⲉⲡⲓⲥⲕⲡⲟⲥ
ⲛⲧⲉϯⲡⲟⲗⲓⲥ	ⲛⲧⲉ|ϯ|ⲡⲟⲗⲓⲥ
ⲡϣⲁϯ	ⲡ|ϣⲁϯ
ϧⲉⲛⲟⲩϩⲉⲓⲣⲏⲛⲏ	ϧⲉⲛ|ⲟⲩ|ϩⲉⲓⲣⲏⲛⲏ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
ϥⲑⲱϩⲉⲙ	ϥ|ⲑⲱϩⲉⲙ
ⲙⲫⲟⲟⲩ	ⲙ|ⲫ|ⲟⲟⲩ
ⲛϫⲉⲡⲓⲉⲣⲫⲙⲉⲩⲓ	ⲛϫⲉ|ⲡⲓ|ⲉⲣⲫⲙⲉⲩⲓ
ⲉⲧⲧⲁⲓⲏⲟⲧ	ⲉⲧ|ⲧⲁⲓⲏⲟⲧ
ⲱ	ⲱ
ⲛⲁⲙⲉⲛⲣⲁϯ	ⲛⲁ|ⲙⲉⲛⲣⲁϯ
ⲉϥⲧⲟⲩⲛⲟⲥ	ⲉ|ϥ|ⲧⲟⲩⲛⲟⲥ
ⲙⲫⲣⲱⲟⲩⲧϥ	ⲙ|ⲫ|ⲣⲱⲟⲩⲧϥ
ⲙⲡⲁϩⲏⲧ	ⲙ|ⲡⲁ|ϩⲏⲧ
ⲉⲑⲣⲉⲛϭⲓⲫⲉⲓ	ⲉ|ⲑⲣⲉ|ⲛ|ϭⲓⲫⲉⲓ
ϧⲁⲡⲓⲣⲁϣⲓ	ϧⲁ|ⲡⲓ|ⲣⲁϣⲓ
ⲙⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ	ⲙ|ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ
ⲛⲧⲁϯⲙⲡⲁⲟⲩⲟⲓ	ⲛ|ⲧⲁ|ϯ|ⲙ|ⲡⲁ|ⲟⲩⲟⲓ
ⲉⲛⲉϥⲉⲅⲕⲱⲓⲟⲛ	ⲉ|ⲛⲉϥ|ⲉⲅⲕⲱⲓⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲡⲉⲑⲛⲁϣⲁϫⲓ	ⲡ|ⲉⲑ|ⲛⲁ|ϣⲁϫⲓ
ⲙⲡⲧⲁⲓⲟ	ⲙ|ⲡ|ⲧⲁⲓⲟ
ⲙⲡⲓⲙⲁ	ⲙ|ⲡⲓ|ⲙⲁ
ⲛⲉⲥⲱⲟⲩ	ⲛ|ⲉⲥⲱⲟⲩ
ⲛⲁⲗⲏⲑⲓⲛⲟⲛ	ⲛ|ⲁⲗⲏⲑⲓⲛⲟⲛ
ⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲛ|ⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲉⲧⲉⲛϩⲟⲧ	ⲉⲧ|ⲉⲛϩⲟⲧ
ⲛⲧⲉϯⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ⲛⲧⲉ|ϯ|ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲉⲧⲁϥⲙⲉⲛⲣⲉ	ⲉⲧ|ⲁ|ϥ|ⲙⲉⲛⲣⲉ
ϯⲁⲣⲉⲧⲏ	ϯ|ⲁⲣⲉⲧⲏ
ⲓⲥϫⲉⲛⲧⲉϥⲙⲉⲧⲕⲟⲩϫⲓ	ⲓⲥϫⲉⲛ|ⲧⲉϥ|ⲙⲉⲧⲕⲟⲩϫⲓ
ⲛⲉⲙⲡⲓϫⲓ	ⲛⲉⲙ|ⲡⲓ|ϫⲓ
ⲛⲱⲛϧ	ⲛ|ⲱⲛϧ
ⲛⲧⲉⲛⲓⲁⲅⲅⲉⲗⲟⲥ	ⲛⲧⲉ|ⲛⲓ|ⲁⲅⲅⲉⲗⲟⲥ
ⲉⲧⲁϥⲭⲟϩ	ⲉⲧ|ⲁ|ϥ|ⲭⲟϩ
ⲉⲛⲟⲩϫⲓ	ⲉ|ⲛⲟⲩϫⲓ
ⲁϥⲧⲉⲛⲑⲱⲛϥ	ⲁ|ϥ|ⲧⲉⲛⲑⲱⲛ|ϥ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ϧⲉⲛⲫⲁⲓ	ϧⲉⲛ|ⲫⲁⲓ
ⲁϥⲟⲩⲱⲛϩ	ⲁ|ϥ|ⲟⲩⲱⲛϩ
ⲉϥⲉⲣⲟⲩⲱⲓⲛⲓ	ⲉ|ϥ|ⲉⲣⲟⲩⲱⲓⲛⲓ
ⲛⲧⲁⲓϧⲉ	ⲛ|ⲧⲁⲓ|ϧⲉ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲥⲉⲧⲉⲛϩⲟⲩⲧϥ	ⲛ|ⲥⲉ|ⲧⲉⲛϩⲟⲩⲧ|ϥ
ⲉⲁⲙⲟⲛⲓ	ⲉ|ⲁⲙⲟⲛⲓ
ⲛⲛⲓϩⲓⲏⲃ	ⲛ|ⲛⲓ|ϩⲓⲏⲃ
ⲛⲧⲉϯⲉⲕⲕⲗⲏⲥⲓⲁ	ⲛⲧⲉ|ϯ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲛⲉⲙⲭⲏⲙⲓ	ⲛⲉⲙ|ⲭⲏⲙⲓ
ⲧⲏⲣϥ	ⲧⲏⲣ|ϥ
ⲙⲁⲗⲗⲟⲛ	ⲙⲁⲗⲗⲟⲛ
ⲛⲉⲙⲥⲁⲡⲉⲥⲏⲧ	ⲛⲉⲙ|ⲥⲁ|ⲡ|ⲉⲥⲏⲧ
ⲧⲏⲣⲥ	ⲧⲏⲣ|ⲥ
ⲟⲩ	ⲟⲩ
ⲉⲧⲁⲓⲉⲣⲧⲟⲗⲙⲁⲛ	ⲉⲧ|ⲁ|ⲓ|ⲉⲣⲧⲟⲗⲙⲁⲛ
ⲉϫⲱ	ⲉ|ϫⲱ
ⲛⲟⲩⲥⲁϫⲓ	ⲛ|ⲟⲩ|ⲥⲁϫⲓ
ϩⲓⲧⲟⲧ	ϩⲓⲧⲟⲧ
ⲙⲙⲁⲩⲁⲧ	ⲙⲙⲁⲩⲁ|ⲧ
ϧⲁⲡⲓⲉⲗⲁⲭⲓⲥⲧⲟⲥ	ϧⲁ|ⲡⲓ|ⲉⲗⲁⲭⲓⲥⲧⲟⲥ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲉⲧⲁⲛⲥⲟⲑⲙⲟⲩ	ⲉⲧ|ⲁ|ⲛ|ⲥⲟⲑⲙ|ⲟⲩ
ⲛⲉⲙⲛⲏ	ⲛⲉⲙ|ⲛⲏ
ⲉⲧⲁⲛⲉⲙⲓ	ⲉⲧ|ⲁ|ⲛ|ⲉⲙⲓ
ⲛⲉ	ⲛⲉ
ⲉⲧⲁⲛⲥϧⲏⲧⲟⲩ	ⲉⲧ|ⲁ|ⲛ|ⲥϧⲏⲧ|ⲟⲩ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ϧⲁⲛⲏ	ϧⲁ|ⲛⲏ
ⲉⲧⲱϣ	ⲉⲧ|ⲱϣ
ⲉⲧⲥⲱⲧⲉⲙ	ⲉⲧ|ⲥⲱⲧⲉⲙ
ⲉⲟⲩⲱⲟⲩ	ⲉ|ⲟⲩ|ⲱⲟⲩ
ⲙⲫⲛⲟⲩϯ	ⲙ|ⲫ|ⲛⲟⲩϯ
ⲛⲧⲁϥ	ⲛⲧⲁ|ϥ
ⲡⲁⲓϩⲁⲅⲓⲟⲥ	ⲡⲁⲓ|ϩⲁⲅⲓⲟⲥ
ⲛⲁⲥⲛⲏⲟⲩ	ⲛⲁ|ⲥⲛⲏⲟⲩ
ⲟⲩⲣⲉⲙⲛⲭⲏⲙⲓ	ⲟⲩ|ⲣⲉⲙⲛⲭⲏⲙⲓ
ϧⲉⲛⲡⲉϥⲅⲉⲛⲟⲥ	ϧⲉⲛ|ⲡⲉϥ|ⲅⲉⲛⲟⲥ
ⲟⲩⲉⲃⲟⲗ	ⲟⲩ|ⲉⲃⲟⲗ
ϧⲉⲛⲟⲩϯⲙⲓ	ϧⲉⲛ|ⲟⲩ|ϯⲙⲓ
ⲉⲩⲙⲟⲩϯ	ⲉ|ⲩ|ⲙⲟⲩϯ
ϫⲉⲡⲓϣⲱ	ϫⲉ|ⲡⲓϣⲱ
ⲛⲉϥⲓⲟϯ	ⲛⲉϥ|ⲓⲟϯ
ⲛⲉϩⲁⲛⲙⲁⲓⲛⲟⲩϯ	ⲛⲉ|ϩⲁⲛ|ⲙⲁⲓⲛⲟⲩϯ
ⲛⲉⲟⲩⲟⲛ	ⲛⲉ|ⲟⲩⲟⲛ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲛⲟⲩⲙⲏϣ	ⲛ|ⲟⲩ|ⲙⲏϣ
ⲛϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ	ⲛ|ϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ
ϩⲁⲛⲃⲱⲕ	ϩⲁⲛ|ⲃⲱⲕ
ⲛⲉⲙϩⲁⲛⲃⲱⲕⲓ	ⲛⲉⲙ|ϩⲁⲛ|ⲃⲱⲕⲓ
ⲁⲥϣⲱⲡⲓ	ⲁ|ⲥ|ϣⲱⲡⲓ
ⲉⲧⲁⲩϫⲫⲟ	ⲉⲧ|ⲁ|ⲩ|ϫⲫⲟ
ⲙⲡⲓⲁⲗⲟⲩ	ⲙ|ⲡⲓ|ⲁⲗⲟⲩ
ⲁⲩⲙⲟⲩϯ	ⲁ|ⲩ|ⲙⲟⲩϯ
ⲉⲡⲉϥⲣⲁⲛ	ⲉ|ⲡⲉϥ|ⲣⲁⲛ
ϫⲉⲓⲥⲁⲁⲕ	ϫⲉ|ⲓⲥⲁⲁⲕ
ⲉⲧⲉⲧϩⲉⲣⲙⲏⲛⲉⲓⲁ	ⲉⲧⲉ|ⲧ|ϩⲉⲣⲙⲏⲛⲉⲓⲁ
ⲙⲡⲉϥⲣⲁⲛ	ⲙ|ⲡⲉϥ|ⲣⲁⲛ
ϫⲉⲡⲓⲣⲁϣⲓ	ϫⲉ|ⲡⲓ|ⲣⲁϣⲓ
ⲉⲧⲁⲩⲙⲟϩ	ⲉⲧ|ⲁ|ⲩ|ⲙⲟϩ
ⲛϫⲉⲛⲓⲉϩⲟⲟⲩ	ⲛϫⲉ|ⲛⲓ|ⲉϩⲟⲟⲩ
ϫⲉϩⲓⲛⲁ	ϫⲉ|ϩⲓⲛⲁ
ⲛⲧⲟⲩϯⲱⲙⲥ	ⲛⲧ|ⲟⲩ|ϯⲱⲙⲥ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲕⲁⲧⲁⲛⲓⲡⲁⲣⲁⲇⲟⲥⲓⲥ	ⲕⲁⲧⲁ|ⲛⲓ|ⲡⲁⲣⲁⲇⲟⲥⲓⲥ
ⲛⲧⲉⲛⲓⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ	ⲛⲧⲉ|ⲛⲓ|ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ
ⲁⲩϭⲓⲧϥ	ⲁ|ⲩ|ϭⲓⲧ|ϥ
ⲛϫⲉⲛⲉϥⲓⲟϯ	ⲛϫⲉ|ⲛⲉϥ|ⲓⲟϯ
ⲙⲡⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲙ|ⲡⲓ|ⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲉⲡⲓⲥⲏⲟⲩ	ⲛⲧⲉ|ⲡⲓ|ⲥⲏⲟⲩ
ⲉⲧⲉⲙⲙⲁⲩ	ⲉⲧⲉ|ⲙⲙⲁⲩ
ⲉⲟⲩⲣⲱⲙⲓ	ⲉ|ⲟⲩ|ⲣⲱⲙⲓ
ⲙⲡⲛⲉⲩⲙⲁⲧⲟⲫⲟⲣⲟⲥ	ⲙ|ⲡⲛⲉⲩⲙⲁⲧⲟⲫⲟⲣⲟⲥ
ⲫⲁⲓ	ⲫⲁⲓ
ϧⲉⲛⲡϫⲓⲛⲑⲣⲉϥⲱⲙⲉ	ϧⲉⲛ|ⲡ|ϫⲓⲛⲑⲣⲉϥⲱⲙⲉ
ϧⲉⲛϯⲕⲟⲗⲩⲃⲏⲑⲣⲁ	ϧⲉⲛ|ϯ|ⲕⲟⲗⲩⲃⲏⲑⲣⲁ
